finished,participantcode,sessioncode,id_in_group,playertreatment_punish,playertreatment,contribution,punish_1,punish_2,punish_3,punish_used,punish_received,belief_punish_1,belief_punish_2,belief_punish_3,belief_punish,belief_contribution,contribution_others,payoff_bonus_1,payoff_bonus_2,payoff_fixed,payoff_total,points_1,points_2,punish_points_received,gender,age,language,income_max,trust,risk,instruction,econ_exp,group_contributions,share_total,group_payoff
incomplete,89oz2yju,a4l2lppj,1,punish,real,10,,,,0,0,,,,0,20,20,,1.25,1.1,2.3499999,25,0,0,,,,,,,,,30,15,75
incomplete,u7rvm8hv,a4l2lppj,2,punish,real,10,0,,0,0,0,0,,0,0,10,20,,1.25,1.1,2.3499999,25,0,0,,,,,,,,,30,15,75
incomplete,7816wdxs,a4l2lppj,3,punish,real,10,0,0,,0,0,0,0,,0,20,20,,1.25,1.1,2.3499999,25,0,0,,,,,,,,,30,15,75
incomplete,raa1swvq,a4l2lppj,1,punish,hypothetical,12,,,,0,0,,,,0,18,,,,,,,0,0,,,,,,,,,,,
incomplete,yxxjyrum,a4l2lppj,2,punish,hypothetical,0,,,,0,0,,,,0,10,,,,,,,0,0,,,,,,,,,,,
incomplete,442ifrxz,a4l2lppj,3,punish,hypothetical,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,pjtmny50,a4l2lppj,1,punish,real,10,,,,0,0,,,,0,20,,,,,,,0,0,,,,,,,,,,,
incomplete,j15k538g,a4l2lppj,2,punish,real,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,ine18r95,a4l2lppj,3,punish,real,20,,,,0,0,,,,0,10,,,,,,,0,0,,,,,,,,,,,
incomplete,c4i9zjsr,a4l2lppj,1,punish,real,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,mhxsm4ni,a4l2lppj,2,punish,real,10,,,,0,0,,,,0,20,,,,,,,0,0,,,,,,,,,,,
incomplete,w3vz2s25,a4l2lppj,3,punish,real,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,83iyucqm,a4l2lppj,1,punish,hypothetical,10,,,,0,0,,,,0,8,,,,,,,0,0,,,,,,,,,,,
incomplete,rrkuydiz,a4l2lppj,2,punish,hypothetical,7,,,,0,0,,,,0,15,,,,,,,0,0,,,,,,,,,,,
incomplete,uradmkvs,a4l2lppj,3,punish,hypothetical,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,snrj0m9j,a4l2lppj,1,punish,hypothetical,10,,,,0,0,,,,0,10,,,,,,,0,0,,,,,,,,,,,
incomplete,mmb4x2p9,a4l2lppj,2,punish,hypothetical,15,,,,0,0,,,,0,25,,,,,,,0,0,,,,,,,,,,,
incomplete,vvi9if5n,a4l2lppj,3,punish,hypothetical,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,2pp6wmwx,a4l2lppj,1,punish,real,10,,,,0,0,,,,0,30,,,,,,,0,0,,,,,,,,,,,
incomplete,emo4bvz0,a4l2lppj,2,punish,real,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,gxs9qa64,a4l2lppj,3,punish,real,5,,,,0,0,,,,0,12,,,,,,,0,0,,,,,,,,,,,
incomplete,obzv92re,a4l2lppj,1,punish,real,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,oygw772y,a4l2lppj,2,punish,real,8,,,,0,0,,,,0,20,,,,,,,0,0,,,,,,,,,,,
incomplete,0x7f40f6,a4l2lppj,3,punish,real,5,,,,0,0,,,,0,10,,,,,,,0,0,,,,,,,,,,,
incomplete,5bp8kqpv,a4l2lppj,1,punish,hypothetical,8,,,,0,0,,,,0,14,,,,,,,0,0,,,,,,,,,,,
incomplete,tjx185qn,a4l2lppj,2,punish,hypothetical,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,ez2n2dcz,a4l2lppj,3,punish,hypothetical,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,0az4qzed,a4l2lppj,1,punish,real,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,ypzp3lte,a4l2lppj,2,punish,real,5,,,,0,0,,,,0,15,,,,,,,0,0,,,,,,,,,,,
incomplete,9w43s5uv,a4l2lppj,3,punish,real,5,,,,0,0,,,,0,10,,,,,,,0,0,,,,,,,,,,,
incomplete,20y511iw,a4l2lppj,1,punish,hypothetical,6,,,,0,0,,,,0,10,18,,1.3,1.1,1.1,26,0,0,,,,,,,,,24,12,72
incomplete,9cef8esy,a4l2lppj,2,punish,hypothetical,8,-6,,-2,0,0,-2,,-6,-8,20,16,,1.2,1.1,1.1,24,0,0,,,,,,,,,24,12,72
incomplete,01ydxu2p,a4l2lppj,3,punish,hypothetical,10,-1,-1,,0,0,-1,-1,,-2,30,14,,1.1,1.1,1.1,22,0,0,,,,,,,,,24,12,72
incomplete,n1ricbsq,a4l2lppj,1,punish,hypothetical,11,,0,-1,0,0,,-2,0,-2,16,25,,1.35,1.1,1.1,27,0,0,,,,,,,,,36,18,78
incomplete,ipsyyjgg,a4l2lppj,2,punish,hypothetical,20,-5,,-10,0,0,-10,,-10,-20,40,16,,.89999998,1.1,1.1,18,0,0,,,,,,,,,36,18,78
incomplete,2brb8hle,a4l2lppj,3,punish,hypothetical,5,,,,0,0,,,,0,20,31,,1.65,1.1,1.1,33,0,0,,,,,,,,,36,18,78
incomplete,a6sugqul,a4l2lppj,1,punish,real,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,kjw64mx1,a4l2lppj,2,punish,real,10,,,,0,0,,,,0,20,,,,,,,0,0,,,,,,,,,,,
incomplete,1d0grp38,a4l2lppj,3,punish,real,10,,,,0,0,,,,0,5,,,,,,,0,0,,,,,,,,,,,
incomplete,ygqqw2dy,a4l2lppj,1,punish,hypothetical,5,,,,0,0,,,,0,10,13,,1.2,1.1,1.1,24,0,0,,,,,,,,,18,9,69
incomplete,ou5sxmq7,a4l2lppj,2,punish,hypothetical,5,0,,0,0,0,0,,0,0,15,13,,1.2,1.1,1.1,24,0,0,,,,,,,,,18,9,69
incomplete,0imyilrq,a4l2lppj,3,punish,hypothetical,8,,,,0,0,,,,0,20,10,,1.05,1.1,1.1,21,0,0,,,,,,,,,18,9,69
incomplete,uuto8jad,a4l2lppj,1,punish,hypothetical,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,my9fb1wh,a4l2lppj,2,punish,hypothetical,8,,,,0,0,,,,0,20,,,,,,,0,0,,,,,,,,,,,
incomplete,jyjj4cwp,a4l2lppj,3,punish,hypothetical,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,1bdqpnqc,a4l2lppj,1,punish,real,20,,,,0,0,,,,0,30,,,,,,,0,0,,,,,,,,,,,
incomplete,4vzw43od,a4l2lppj,2,punish,real,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,9phu0ood,a4l2lppj,3,punish,real,0,,,,0,0,,,,0,10,,,,,,,0,0,,,,,,,,,,,
incomplete,x8ssii8q,ymj0yisj,1,punish,hypothetical,10,,,,0,0,,,,0,20,,,,,,,0,0,,,,,,,,,,,
incomplete,s9cl131m,ymj0yisj,2,punish,hypothetical,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,cayimo45,ymj0yisj,3,punish,hypothetical,10,,,,0,0,,,,0,20,,,,,,,0,0,,,,,,,,,,,
incomplete,18x438sq,ymj0yisj,1,punish,real,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,p4763dbx,ymj0yisj,2,punish,real,5,,,,0,0,,,,0,10,,,,,,,0,0,,,,,,,,,,,
incomplete,v2wrjons,ymj0yisj,3,punish,real,10,,,,0,0,,,,0,15,,,,,,,0,0,,,,,,,,,,,
incomplete,bl2xlhhf,ymj0yisj,1,punish,hypothetical,7,,,,0,0,,,,0,16,,,,,,,0,0,,,,,,,,,,,
incomplete,rirpyvql,ymj0yisj,2,punish,hypothetical,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,sn3b5347,ymj0yisj,3,punish,hypothetical,20,,,,0,0,,,,0,30,,,,,,,0,0,,,,,,,,,,,
incomplete,dtf4issm,ymj0yisj,1,punish,hypothetical,10,,,,0,0,,,,0,20,,,,,,,0,0,,,,,,,,,,,
incomplete,iy7u3e65,ymj0yisj,2,punish,hypothetical,20,,,,0,0,,,,0,32,,,,,,,0,0,,,,,,,,,,,
incomplete,gv6j7f4f,ymj0yisj,3,punish,hypothetical,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,hxwk9bpt,ymj0yisj,1,punish,real,7,,-1,0,-1,0,,-3,-4,-7,18,22,1.38,1.33,1.1,2.4300001,27.5,26.5,0,2,64,2,2,1,2,3,10,29,14.5,74.5
incomplete,ea8m87te,ymj0yisj,2,punish,real,4,0,,0,0,-1,0,,0,0,12,25,1.53,1.38,1.1,2.48,30.5,27.5,-3,2,22,2,2,2,5,3,0,29,14.5,74.5
incomplete,wtdnyyk5,ymj0yisj,3,punish,real,18,0,0,,0,0,0,0,,0,30,11,.82999998,.82999998,1.1,1.9299999,16.5,16.5,0,,,,,,,,,29,14.5,74.5
incomplete,ucc4mw5o,ymj0yisj,1,punish,hypothetical,10,,,,0,0,,,,0,35,,,,,,,0,0,,,,,,,,,,,
incomplete,0yx222cn,ymj0yisj,2,punish,hypothetical,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,6zut4w1x,ymj0yisj,3,punish,hypothetical,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,8myxv9v8,ymj0yisj,1,punish,real,10,,,,0,0,,,,0,20,,,,,,,0,0,,,,,,,,,,,
incomplete,9deln93i,ymj0yisj,2,punish,real,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,rbvujm7n,ymj0yisj,3,punish,real,12,,,,0,0,,,,0,20,,,,,,,0,0,,,,,,,,,,,
incomplete,inv06d4w,ymj0yisj,1,punish,hypothetical,20,,,,0,0,,,,0,20,,,,,,,0,0,,,,,,,,,,,
incomplete,bplgu6a3,ymj0yisj,2,punish,hypothetical,10,,,,0,0,,,,0,30,,,,,,,0,0,,,,,,,,,,,
incomplete,bltifnue,ymj0yisj,3,punish,hypothetical,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,d6z607fm,ymj0yisj,1,punish,hypothetical,20,,,,0,0,,,,0,40,,,,,,,0,0,,,,,,,,,,,
incomplete,zl1igu5r,ymj0yisj,2,punish,hypothetical,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,i070b04f,ymj0yisj,3,punish,hypothetical,10,,,,0,0,,,,0,20,,,,,,,0,0,,,,,,,,,,,
incomplete,9cxlmkep,ymj0yisj,1,punish,real,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,okvvqmox,ymj0yisj,2,punish,real,5,,,,0,0,,,,0,10,,,,,,,0,0,,,,,,,,,,,
incomplete,f18rhand,ymj0yisj,3,punish,real,12,,,,0,0,,,,0,20,,,,,,,0,0,,,,,,,,,,,
incomplete,7ffyh7ej,ymj0yisj,1,punish,hypothetical,10,,,,0,0,,,,0,25,,,,,,,0,0,,,,,,,,,,,
incomplete,dyu2xsz9,ymj0yisj,2,punish,hypothetical,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,vxl1qnlo,ymj0yisj,3,punish,hypothetical,10,,,,0,0,,,,0,20,,,,,,,0,0,,,,,,,,,,,
incomplete,tf8hiwzd,ymj0yisj,1,punish,hypothetical,15,,0,0,0,0,,0,0,0,20,15,,1,1.1,1.1,20,0,0,,,,,,,,,30,15,75
incomplete,mmx1zahh,ymj0yisj,2,punish,hypothetical,5,,,,0,0,,,,0,20,25,,1.5,1.1,1.1,30,0,0,,,,,,,,,30,15,75
incomplete,w4isitcr,ymj0yisj,3,punish,hypothetical,10,0,0,,0,0,-1,0,,-1,20,20,,1.25,1.1,1.1,25,0,0,,,,,,,,,30,15,75
incomplete,ip5dbtsh,ymj0yisj,1,punish,real,5,,0,0,0,0,,0,0,0,10,12,,1.1799999,1.1,2.28,23.5,0,0,,,,,,,,,17,8.5,68.5
incomplete,2fka8afu,ymj0yisj,2,punish,real,7,,,,0,0,,,,0,18,10,,1.0700001,1.1,2.1700001,21.5,0,0,,,,,,,,,17,8.5,68.5
incomplete,8eh6d7lg,ymj0yisj,3,punish,real,5,0,0,,0,0,0,0,,0,9,12,,1.1799999,1.1,2.28,23.5,0,0,,,,,,,,,17,8.5,68.5
incomplete,k4wlwl8h,ymj0yisj,1,punish,hypothetical,10,,0,0,0,0,,0,0,0,20,10,1,1,1.1,1.1,20,20,0,2,36,1,3,2,2,2,5,20,10,70
incomplete,lm73dqr9,ymj0yisj,2,punish,hypothetical,5,0,,0,0,0,0,,0,0,15,15,1.25,1.25,1.1,1.1,25,25,0,,,,,,,,,20,10,70
incomplete,jt1yyjpw,ymj0yisj,3,punish,hypothetical,5,0,0,,0,0,-2,0,,-2,20,15,1.25,1.25,1.1,1.1,25,25,0,2,25,2,2,2,4,5,4,20,10,70
incomplete,x9irc4pf,ymj0yisj,1,punish,real,5,,,,0,0,,,,0,10,,,,,,,0,0,,,,,,,,,,,
incomplete,8d94uyaj,ymj0yisj,2,punish,real,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,731j20ab,ymj0yisj,3,punish,real,16,,,,0,0,,,,0,30,,,,,,,0,0,,,,,,,,,,,
incomplete,u845ku48,ymj0yisj,1,punish,hypothetical,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,x6uetvzn,ymj0yisj,2,punish,hypothetical,5,,,,0,0,,,,0,6,,,,,,,0,0,,,,,,,,,,,
incomplete,6jyz86or,ymj0yisj,3,punish,hypothetical,10,,,,0,0,,,,0,25,,,,,,,0,0,,,,,,,,,,,
incomplete,0flxku4l,ymj0yisj,1,punish,hypothetical,5,,,,0,0,,,,0,10,,,,,,,0,0,,,,,,,,,,,
incomplete,zux2ff9o,ymj0yisj,2,punish,hypothetical,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,04but1hx,ymj0yisj,3,punish,hypothetical,10,,,,0,0,,,,0,20,,,,,,,0,0,,,,,,,,,,,
incomplete,m1jtylew,ymj0yisj,1,punish,real,5,,,,0,0,,,,0,5,,,,,,,0,0,,,,,,,,,,,
incomplete,aaosogxx,ymj0yisj,2,punish,real,8,,,,0,0,,,,0,24,,,,,,,0,0,,,,,,,,,,,
incomplete,xrs6n1rb,ymj0yisj,3,punish,real,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,zv0vl4pi,ymj0yisj,1,punish,hypothetical,14,,,,0,0,,,,0,12,26,,1.3,1.1,1.1,26,0,0,,,,,,,,,40,20,80
incomplete,er9kg6nr,ymj0yisj,2,punish,hypothetical,15,0,,0,0,0,-1,,-2,-3,20,25,,1.25,1.1,1.1,25,0,0,,,,,,,,,40,20,80
incomplete,8teu3qo9,ymj0yisj,3,punish,hypothetical,11,-4,-10,,0,0,-5,-4,,-9,23,29,,1.45,1.1,1.1,29,0,0,,,,,,,,,40,20,80
incomplete,8978jb6d,ymj0yisj,1,punish,real,15,,,,0,0,,,,0,10,,,,,,,0,0,,,,,,,,,,,
incomplete,id2aap8q,ymj0yisj,2,punish,real,8,,,,0,0,,,,0,15,,,,,,,0,0,,,,,,,,,,,
incomplete,lvhbkob5,ymj0yisj,3,punish,real,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,jcfg2hiz,ymj0yisj,1,punish,hypothetical,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,6xuhl9mx,ymj0yisj,2,punish,hypothetical,5,,,,0,0,,,,0,10,,,,,,,0,0,,,,,,,,,,,
incomplete,s6jrv61s,ymj0yisj,3,punish,hypothetical,5,,,,0,0,,,,0,20,,,,,,,0,0,,,,,,,,,,,
incomplete,tfmpiq74,ymj0yisj,1,punish,real,10,,,,0,0,,,,0,20,,,,,,,0,0,,,,,,,,,,,
incomplete,rpkezwqm,ymj0yisj,2,punish,real,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,bb2ggfxh,ymj0yisj,3,punish,real,10,,,,0,0,,,,0,20,,,,,,,0,0,,,,,,,,,,,
incomplete,zqypspal,axz1349o,1,punish,real,10,,,,0,0,,,,0,20,,,,,,,0,0,,,,,,,,,,,
incomplete,s60fwue9,axz1349o,2,punish,real,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,di22xgzp,axz1349o,3,punish,real,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,3lzbejli,axz1349o,1,punish,real,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,p9zikepl,axz1349o,2,punish,real,20,,,,0,0,,,,0,38,,,,,,,0,0,,,,,,,,,,,
incomplete,72pcy790,axz1349o,3,punish,real,5,,,,0,0,,,,0,10,,,,,,,0,0,,,,,,,,,,,
incomplete,0xldf2ey,axz1349o,1,punish,real,20,,0,0,0,0,,0,0,0,10,26,,1.15,1.1,2.25,23,0,0,,,,,,,,,46,23,83
incomplete,f78n4l9e,axz1349o,2,punish,real,20,-6,,-10,0,0,,,,0,40,26,,1.15,1.1,2.25,23,0,0,,,,,,,,,46,23,83
incomplete,eo2u00ec,axz1349o,3,punish,real,6,0,0,,0,0,-2,-2,,-4,15,40,,1.85,1.1,2.95,37,0,0,,,,,,,,,46,23,83
incomplete,jpxxeua9,axz1349o,1,punish,real,10,,,,0,0,,,,0,20,,,,,,,0,0,,,,,,,,,,,
incomplete,8x3zjx8o,axz1349o,2,punish,real,10,,,,0,0,,,,0,6,,,,,,,0,0,,,,,,,,,,,
incomplete,s1belebg,axz1349o,3,punish,real,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,1ftifejz,axz1349o,1,punish,real,4,,,,0,0,,,,0,12,,,,,,,0,0,,,,,,,,,,,
incomplete,67izymvl,axz1349o,2,punish,real,10,,,,0,0,,,,0,10,,,,,,,0,0,,,,,,,,,,,
incomplete,i9g50qyh,axz1349o,3,punish,real,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,8mkcb863,axz1349o,1,punish,real,10,,,,0,0,,,,0,20,30,,1.5,1.1,2.5999999,30,0,0,,,,,,,,,40,20,80
incomplete,55dydmja,axz1349o,2,punish,real,10,0,,0,0,0,-1,,-1,-2,20,30,,1.5,1.1,2.5999999,30,0,0,,,,,,,,,40,20,80
incomplete,lvmcawej,axz1349o,3,punish,real,20,0,0,,0,0,0,0,,0,40,20,,1,1.1,2.0999999,20,0,0,,,,,,,,,40,20,80
incomplete,hti76rkb,axz1349o,1,punish,real,20,,,,0,0,,,,0,20,,,,,,,0,0,,,,,,,,,,,
incomplete,8e9hdxov,axz1349o,2,punish,real,10,,,,0,0,,,,0,20,,,,,,,0,0,,,,,,,,,,,
incomplete,4v7k5eyy,axz1349o,3,punish,real,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,jgnzoui8,axz1349o,1,punish,real,5,,,,0,0,,,,0,20,,,,,,,0,0,,,,,,,,,,,
incomplete,82wseotr,axz1349o,2,punish,real,3,,,,0,0,,,,0,20,,,,,,,0,0,,,,,,,,,,,
incomplete,kj28myce,axz1349o,3,punish,real,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,ahe7gvwk,axz1349o,1,punish,real,0,,,,0,0,,,,0,0,,,,,,,0,0,,,,,,,,,,,
incomplete,m20knfga,axz1349o,2,punish,real,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,zy7nww9w,axz1349o,3,punish,real,20,,,,0,0,,,,0,35,,,,,,,0,0,,,,,,,,,,,
incomplete,mvz5p6lv,axz1349o,1,punish,real,15,,,,0,0,,,,0,20,,,,,,,0,0,,,,,,,,,,,
incomplete,2aw3chlk,axz1349o,2,punish,real,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,aksbfypb,axz1349o,3,punish,real,10,,,,0,0,,,,0,10,,,,,,,0,0,,,,,,,,,,,
incomplete,z2sm5lbg,axz1349o,1,punish,real,6,,-1,-1,0,0,,0,-1,-1,14,10,,1.1,1.1,2.2,22,0,0,,,,,,,,,16,8,68
incomplete,s709isnl,axz1349o,2,punish,real,5,,,,0,0,,,,0,2,11,,1.15,1.1,2.25,23,0,0,,,,,,,,,16,8,68
incomplete,617qvmtx,axz1349o,3,punish,real,5,0,0,,0,0,0,0,,0,15,11,,1.15,1.1,2.25,23,0,0,,,,,,,,,16,8,68
incomplete,689icguh,axz1349o,1,punish,real,10,,,,0,0,,,,0,20,,,,,,,0,0,,,,,,,,,,,
incomplete,rxsmxvz0,axz1349o,2,punish,real,0,,,,0,0,,,,0,6,,,,,,,0,0,,,,,,,,,,,
incomplete,dscequ93,axz1349o,3,punish,real,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,1go2ydio,axz1349o,1,punish,real,8,,,,0,0,,,,0,20,30,,1.55,1.1,2.6500001,31,0,0,,,,,,,,,38,19,79
incomplete,0eiow6yw,axz1349o,2,punish,real,10,-1,,0,0,0,0,,-1,-1,20,28,,1.45,1.1,2.55,29,0,0,,,,,,,,,38,19,79
incomplete,rqlh4mef,axz1349o,3,punish,real,20,0,0,,0,0,-5,-4,,-9,20,18,,.94999999,1.1,2.05,19,0,0,,,,,,,,,38,19,79
incomplete,nyz76e1e,axz1349o,1,punish,real,5,,,,0,0,,,,0,10,,,,,,,0,0,,,,,,,,,,,
incomplete,kxjp5hnn,axz1349o,2,punish,real,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,ykaz08m2,axz1349o,3,punish,real,5,,,,0,0,,,,0,10,,,,,,,0,0,,,,,,,,,,,
incomplete,qskne0w5,axz1349o,1,punish,real,10,,,,0,0,,,,0,20,,,,,,,0,0,,,,,,,,,,,
incomplete,3r5zpwq3,axz1349o,2,punish,real,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,davc2vbc,axz1349o,3,punish,real,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,k3vrd7pj,axz1349o,1,punish,real,4,,,,0,0,,,,0,10,,,,,,,0,0,,,,,,,,,,,
incomplete,vsfszk6k,axz1349o,2,punish,real,10,,,,0,0,,,,0,30,,,,,,,0,0,,,,,,,,,,,
incomplete,sve2mofc,axz1349o,3,punish,real,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,b7klwxhx,axz1349o,1,punish,real,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,1esgovs6,axz1349o,2,punish,real,2,,,,0,0,,,,0,10,,,,,,,0,0,,,,,,,,,,,
incomplete,kmomenxq,axz1349o,3,punish,real,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,0f9rk36k,axz1349o,1,punish,real,5,,,,0,0,,,,0,2,,,,,,,0,0,,,,,,,,,,,
incomplete,r2vkbjop,axz1349o,2,punish,real,10,,,,0,0,,,,0,20,,,,,,,0,0,,,,,,,,,,,
incomplete,0iyebtf1,axz1349o,3,punish,real,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,4h62ieas,axz1349o,1,punish,real,5,,,,0,0,,,,0,10,,,,,,,0,0,,,,,,,,,,,
incomplete,isng0amr,axz1349o,2,punish,real,7,,,,0,0,,,,0,10,,,,,,,0,0,,,,,,,,,,,
incomplete,oigxqkqk,axz1349o,3,punish,real,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,ts6eqc44,axz1349o,1,punish,real,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,c40f524g,axz1349o,2,punish,real,3,,,,0,0,,,,0,10,,,,,,,0,0,,,,,,,,,,,
incomplete,bfzxwbx7,axz1349o,3,punish,real,5,,,,0,0,,,,0,10,,,,,,,0,0,,,,,,,,,,,
incomplete,0rb9uqro,axz1349o,1,punish,real,10,,,,0,0,,,,0,20,,,,,,,0,0,,,,,,,,,,,
incomplete,rkbo67pc,axz1349o,2,punish,real,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,p8zmooce,axz1349o,3,punish,real,10,,,,0,0,,,,0,20,,,,,,,0,0,,,,,,,,,,,
incomplete,kavpodyh,xzbm4f7x,1,punish,hypothetical,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,jb8bbvuj,xzbm4f7x,2,punish,hypothetical,5,,,,0,0,,,,0,18,,,,,,,0,0,,,,,,,,,,,
incomplete,jziy6om9,xzbm4f7x,3,punish,hypothetical,6,,,,0,0,,,,0,15,,,,,,,0,0,,,,,,,,,,,
incomplete,ymie5cgn,xzbm4f7x,1,punish,hypothetical,5,,,,0,0,,,,0,20,,,,,,,0,0,,,,,,,,,,,
incomplete,u021t7ej,xzbm4f7x,2,punish,hypothetical,5,,,,0,0,,,,0,15,,,,,,,0,0,,,,,,,,,,,
incomplete,0qpboyqc,xzbm4f7x,3,punish,hypothetical,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,s6o2dhco,xzbm4f7x,1,punish,hypothetical,12,,-2,-1,0,0,,-10,-5,-15,20,30,,1.45,1.1,1.1,29,0,0,,,,,,,,,42,21,81
incomplete,kby5ccy5,xzbm4f7x,2,punish,hypothetical,20,,,,0,0,,,,0,30,22,,1.05,1.1,1.1,21,0,0,,,,,,,,,42,21,81
incomplete,lno6obtr,xzbm4f7x,3,punish,hypothetical,10,0,0,,0,0,-1,-2,,-3,15,32,,1.55,1.1,1.1,31,0,0,,,,,,,,,42,21,81
incomplete,414fjdmm,xzbm4f7x,1,punish,hypothetical,18,,,,0,0,,,,0,28,,,,,,,0,0,,,,,,,,,,,
incomplete,mgp88nuc,xzbm4f7x,2,punish,hypothetical,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,4ejnm1lg,xzbm4f7x,3,punish,hypothetical,10,,,,0,0,,,,0,20,,,,,,,0,0,,,,,,,,,,,
incomplete,okm9qk9l,xzbm4f7x,1,punish,hypothetical,8,,-3,-3,0,0,,-5,-5,-10,18,24,,1.4,1.1,1.1,28,0,0,,,,,,,,,32,16,76
incomplete,qq2v9a66,xzbm4f7x,2,punish,hypothetical,12,,,,0,0,,,,0,16,20,,1.2,1.1,1.1,24,0,0,,,,,,,,,32,16,76
incomplete,3atnv4r3,xzbm4f7x,3,punish,hypothetical,12,0,0,,0,0,-1,0,,-1,28,20,,1.2,1.1,1.1,24,0,0,,,,,,,,,32,16,76
incomplete,o2szdzph,xzbm4f7x,1,punish,hypothetical,7,,,,0,0,,,,0,22,,,,,,,0,0,,,,,,,,,,,
incomplete,1vonymuc,xzbm4f7x,2,punish,hypothetical,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
incomplete,rxs7d0sc,xzbm4f7x,3,punish,hypothetical,10,,,,0,0,,,,0,14,,,,,,,0,0,,,,,,,,,,,
incomplete,4y55cc6q,xzbm4f7x,1,punish,hypothetical,10,,,,0,0,,,,0,16,,,,,,,0,0,,,,,,,,,,,
incomplete,7cbcmq1t,xzbm4f7x,2,punish,hypothetical,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,,,,,,
