finished,participantcode,sessioncode,id_in_group,playertreatment_punish,playertreatment,contribution,punish_1,punish_2,punish_3,punish_used,punish_received,belief_punish_1,belief_punish_2,belief_punish_3,belief_punish,belief_contribution,contribution_others,payoff_bonus_1,payoff_bonus_2,payoff_fixed,payoff_total,points_1,points_2,punish_points_received,gender,age,language,income_max,trust,risk,instruction,econ_exp,group_contributions,share_total,group_payoff
complete,nforeg2b,axz1349o,2,punish,real,15,-5,,0,-5,0,0,,0,0,30,25,1.25,1,1.1,2.0999999,25,20,0,1,23,2,2,2,8,3,10,40,20,80
complete,tz8ralu7,axz1349o,3,punish,real,20,0,0,,0,0,0,0,,0,40,20,1,1,1.1,2.0999999,20,20,0,2,34,2,4,2,3,4,2,40,20,80
complete,txh3unsx,xzbm4f7x,1,punish,hypothetical,7,,0,-1,-1,-1,,-1,0,-1,15,15,1.2,1,1.1,1.1,24,20,-3,2,24,2,3,2,5,2,2,22,11,71
complete,du2utmyj,xzbm4f7x,2,punish,hypothetical,10,-1,,-2,-3,0,0,,0,0,20,12,1.05,.89999998,1.1,1.1,21,18,0,1,33,2,4,1,7,3,10,22,11,71
complete,p9y8ytaj,xzbm4f7x,3,punish,hypothetical,5,0,0,,0,-3,0,0,,0,12,17,1.3,.85000002,1.1,1.1,26,17,-9,1,26,2,2,2,9,2,0,22,11,71
complete,3d91vfpc,xzbm4f7x,1,punish,hypothetical,5,,0,0,0,-4,,0,-2,-2,8,13,1.2,.60000002,1.1,1.1,24,12,-12,1,21,1,3,2,7,3,2,18,9,69
complete,wiq0r9mm,xzbm4f7x,2,punish,hypothetical,3,0,,0,0,-6,0,,0,0,10,15,1.3,.40000001,1.1,1.1,26,8,-18,2,20,1,1,2,8,3,0,18,9,69
complete,mkhowqr3,xzbm4f7x,3,punish,hypothetical,10,-4,-6,,-10,0,-4,-4,,-8,10,8,.94999999,.44999999,1.1,1.1,19,9,0,2,21,2,2,2,7,3,5,18,9,69
complete,lasgz812,xzbm4f7x,1,punish,hypothetical,10,,0,0,0,-2,,0,0,0,20,25,1.38,1.0700001,1.1,1.1,27.5,21.5,-6,1,25,2,3,2,4,3,10,35,17.5,77.5
complete,6xya5dki,xzbm4f7x,2,punish,hypothetical,15,-2,,-2,-4,0,-2,,-2,-4,30,20,1.13,.93000001,1.1,1.1,22.5,18.5,0,1,43,1,1,2,8,2,0,35,17.5,77.5
complete,r17fh8da,xzbm4f7x,3,punish,hypothetical,10,0,0,,0,-2,0,0,,0,20,25,1.38,1.0700001,1.1,1.1,27.5,21.5,-6,2,29,1,2,2,3,3,1,35,17.5,77.5
complete,w8oe22kw,xzbm4f7x,1,punish,hypothetical,7,,0,0,0,-4,,0,0,0,20,15,1.2,.60000002,1.1,1.1,24,12,-12,2,18,2,1,2,2,2,2,22,11,71
complete,w78fsg21,xzbm4f7x,2,punish,hypothetical,5,-4,,-2,-6,0,-4,,-4,-8,10,17,1.3,1,1.1,1.1,26,20,0,1,33,2,2,2,2,1,0,22,11,71
complete,sos0t7cv,xzbm4f7x,3,punish,hypothetical,10,0,0,,0,-2,-1,-1,,-2,11,12,1.05,.75,1.1,1.1,21,15,-6,2,20,2,2,2,4,2,4,22,11,71
complete,5c3q0n64,xzbm4f7x,1,punish,hypothetical,10,,0,0,0,0,,0,0,0,18,9,.98000002,.98000002,1.1,1.1,19.5,19.5,0,2,19,2,4,2,1,4,2,19,9.5,69.5
complete,0b6hjnn9,xzbm4f7x,2,punish,hypothetical,5,0,,0,0,0,0,,0,0,20,14,1.23,1.23,1.1,1.1,24.5,24.5,0,2,19,1,1,2,10,3,2,19,9.5,69.5
complete,2h6yaquf,xzbm4f7x,3,punish,hypothetical,4,0,0,,0,0,0,0,,0,8,15,1.28,1.28,1.1,1.1,25.5,25.5,0,1,24,1,1,2,9,3,0,19,9.5,69.5
complete,w68ww5g1,xzbm4f7x,1,punish,hypothetical,10,,0,0,0,-5,,0,-1,-1,20,15,1.13,.38,1.1,1.1,22.5,7.5,-15,1,41,2,3,1,4,2,0,25,12.5,72.5
complete,mgy7dpx6,xzbm4f7x,2,punish,hypothetical,10,-5,,-5,-10,0,-5,,-10,-15,10,15,1.13,.63,1.1,1.1,22.5,12.5,0,2,51,2,2,2,6,2,0,25,12.5,72.5
complete,k5h03mal,xzbm4f7x,3,punish,hypothetical,5,0,0,,0,-5,-2,-2,,-4,10,20,1.38,.63,1.1,1.1,27.5,12.5,-15,1,22,2,3,2,3,3,0,25,12.5,72.5
complete,umjzyied,xzbm4f7x,1,punish,hypothetical,10,,-3,0,-3,0,,-3,-1,-4,20,11,1.03,.88,1.1,1.1,20.5,17.5,0,2,22,2,2,2,4,3,2,21,10.5,70.5
complete,p9iy59a0,xzbm4f7x,2,punish,hypothetical,0,0,,0,0,-5,-2,,-3,-5,30,21,1.53,.77999997,1.1,1.1,30.5,15.5,-15,1,21,2,3,2,3,2,0,21,10.5,70.5
complete,6itz3kgj,xzbm4f7x,3,punish,hypothetical,11,0,-2,,-2,0,0,0,,0,25,10,.98000002,.88,1.1,1.1,19.5,17.5,0,1,39,2,2,1,3,3,0,21,10.5,70.5
complete,ft51gkbs,xzbm4f7x,1,punish,hypothetical,0,,0,0,0,-12,,-4,-3,-7,0,30,1.75,0,1.1,1.1,35,0,-36,2,27,2,1,2,6,4,1,30,15,75
complete,57v1gbuw,xzbm4f7x,2,punish,hypothetical,20,-10,,-5,-15,0,-3,,-2,-5,30,10,.75,0,1.1,1.1,15,0,0,1,21,2,2,2,10,3,20,30,15,75
complete,2oih4d45,xzbm4f7x,3,punish,hypothetical,10,-2,0,,-2,-5,-1,0,,-1,18,20,1.25,.40000001,1.1,1.1,25,8,-15,1,32,2,4,2,7,3,5,30,15,75
complete,520z4kjo,xzbm4f7x,1,punish,hypothetical,15,,0,0,0,-1,,0,0,0,20,30,1.38,1.23,1.1,1.1,27.5,24.5,-3,1,29,2,4,1,8,3,0,45,22.5,82.5
complete,4whcezmc,xzbm4f7x,2,punish,hypothetical,20,-1,,-3,-4,0,-1,,-1,-2,10,25,1.13,.93000001,1.1,1.1,22.5,18.5,0,1,37,1,1,2,10,2,0,45,22.5,82.5
complete,twio4j9f,xzbm4f7x,3,punish,hypothetical,10,0,0,,0,-3,-1,-2,,-3,30,35,1.63,1.1799999,1.1,1.1,32.5,23.5,-9,1,29,2,5,2,2,5,9,45,22.5,82.5
complete,jl2v7fpo,ugr2iyjf,1,no_punish,real,10,,,,0,0,,,,0,20,17,1.1799999,1.1799999,1.1,2.28,23.5,0,0,2,21,2,1,2,3,3,1,27,13.5,73.5
complete,fk0bf4q3,ugr2iyjf,2,no_punish,real,7,,,,0,0,,,,0,5,20,1.33,1.33,1.1,2.4300001,26.5,0,0,2,18,2,3,2,6,4,1,27,13.5,73.5
complete,dv8jsebf,ugr2iyjf,3,no_punish,real,10,,,,0,0,,,,0,20,17,1.1799999,1.1799999,1.1,2.28,23.5,0,0,2,23,2,3,1,7,3,1,27,13.5,73.5
complete,cjjgtcpu,ugr2iyjf,1,no_punish,hypothetical,10,,,,0,0,,,,0,20,20,1.25,1.25,1.1,1.1,25,0,0,2,37,1,3,2,6,4,0,30,15,75
complete,fwp4rtpn,ugr2iyjf,2,no_punish,hypothetical,10,,,,0,0,,,,0,16,20,1.25,1.25,1.1,1.1,25,0,0,2,21,2,2,2,4,4,5,30,15,75
complete,ykcop2og,ugr2iyjf,3,no_punish,hypothetical,10,,,,0,0,,,,0,24,20,1.25,1.25,1.1,1.1,25,0,0,2,25,1,1,2,9,5,1,30,15,75
complete,5vngqskb,ugr2iyjf,1,no_punish,hypothetical,0,,,,0,0,,,,0,10,20,1.5,1.5,1.1,1.1,30,0,0,1,23,1,1,2,5,5,10,20,10,70
complete,72234hjs,ugr2iyjf,2,no_punish,hypothetical,10,,,,0,0,,,,0,22,10,1,1,1.1,1.1,20,0,0,2,29,2,2,2,8,4,1,20,10,70
complete,uo3ivbov,ugr2iyjf,3,no_punish,hypothetical,10,,,,0,0,,,,0,20,10,1,1,1.1,1.1,20,0,0,2,39,1,2,2,5,3,1,20,10,70
complete,2hnlwf6j,ugr2iyjf,1,no_punish,real,1,,,,0,0,,,,0,10,13,1.3,1.3,1.1,2.4000001,26,0,0,2,26,2,1,2,2,5,1,14,7,67
complete,cmr330v7,ugr2iyjf,2,no_punish,real,3,,,,0,0,,,,0,8,11,1.2,1.2,1.1,2.3,24,0,0,1,26,2,2,2,7,4,0,14,7,67
complete,oaej8xz6,ugr2iyjf,3,no_punish,real,10,,,,0,0,,,,0,20,4,.85000002,.85000002,1.1,1.95,17,0,0,1,21,2,2,2,5,3,5,14,7,67
complete,uxz1ozof,ugr2iyjf,1,no_punish,real,8,,,,0,0,,,,0,27,25,1.4299999,1.4299999,1.1,2.53,28.5,0,0,2,28,2,1,2,7,3,1,33,16.5,76.5
complete,n6ccr8il,ugr2iyjf,2,no_punish,real,10,,,,0,0,,,,0,15,23,1.33,1.33,1.1,2.4300001,26.5,0,0,1,35,1,4,2,7,3,3,33,16.5,76.5
complete,los3yl1b,ugr2iyjf,3,no_punish,real,15,,,,0,0,,,,0,20,18,1.0700001,1.0700001,1.1,2.1700001,21.5,0,0,1,22,2,2,1,6,3,3,33,16.5,76.5
complete,769qjlr4,ugr2iyjf,1,no_punish,hypothetical,9,,,,0,0,,,,0,18,8,.98000002,.98000002,1.1,1.1,19.5,0,0,1,22,2,2,1,8,5,1,17,8.5,68.5
complete,k6fcwelp,ugr2iyjf,2,no_punish,hypothetical,0,,,,0,0,,,,0,15,17,1.4299999,1.4299999,1.1,1.1,28.5,0,0,1,20,2,2,2,2,3,0,17,8.5,68.5
complete,g3pxll4v,ugr2iyjf,3,no_punish,hypothetical,8,,,,0,0,,,,0,24,9,1.03,1.03,1.1,1.1,20.5,0,0,2,20,1,2,2,3,4,3,17,8.5,68.5
complete,ppuljbo6,ugr2iyjf,1,no_punish,real,6,,,,0,0,,,,0,5,15,1.23,1.23,1.1,2.3299999,24.5,0,0,2,21,2,2,2,5,4,10,21,10.5,70.5
complete,qlvp0g7i,ugr2iyjf,2,no_punish,real,10,,,,0,0,,,,0,15,11,1.03,1.03,1.1,2.1300001,20.5,0,0,1,25,2,3,2,8,5,6,21,10.5,70.5
complete,wkcabrsp,ugr2iyjf,3,no_punish,real,5,,,,0,0,,,,0,10,16,1.28,1.28,1.1,2.3800001,25.5,0,0,2,22,2,2,2,2,3,2,21,10.5,70.5
complete,aq8lpnfw,ugr2iyjf,1,no_punish,real,3,,,,0,0,,,,0,0,12,1.23,1.23,1.1,2.3299999,24.5,0,0,1,26,2,1,2,3,4,8,15,7.5,67.5
complete,4oj0wty6,ugr2iyjf,2,no_punish,real,10,,,,0,0,,,,0,15,5,.88,.88,1.1,1.98,17.5,0,0,2,23,2,2,1,3,3,0,15,7.5,67.5
complete,nlgxo3l9,ugr2iyjf,3,no_punish,real,2,,,,0,0,,,,0,6,13,1.28,1.28,1.1,2.3800001,25.5,0,0,2,19,1,2,2,6,5,0,15,7.5,67.5
complete,5xz378vl,ugr2iyjf,1,no_punish,hypothetical,8,,,,0,0,,,,0,20,15,1.1799999,1.1799999,1.1,1.1,23.5,0,0,2,37,1,2,2,7,3,2,23,11.5,71.5
complete,axoe3o9m,ugr2iyjf,2,no_punish,hypothetical,12,,,,0,0,,,,0,26,11,.98000002,.98000002,1.1,1.1,19.5,0,0,1,22,2,3,2,7,3,5,23,11.5,71.5
complete,jlpiiru2,ugr2iyjf,3,no_punish,hypothetical,3,,,,0,0,,,,0,9,20,1.4299999,1.4299999,1.1,1.1,28.5,0,0,1,29,2,2,2,7,3,3,23,11.5,71.5
complete,ovwdejhe,ugr2iyjf,1,no_punish,hypothetical,5,,,,0,0,,,,0,10,7,1.05,1.05,1.1,1.1,21,0,0,1,21,2,2,2,7,3,6,12,6,66
complete,79c7oc1s,ugr2iyjf,2,no_punish,hypothetical,2,,,,0,0,,,,0,30,10,1.2,1.2,1.1,1.1,24,0,0,2,25,2,2,2,3,5,1,12,6,66
complete,iyi50oma,ugr2iyjf,3,no_punish,hypothetical,5,,,,0,0,,,,0,12,7,1.05,1.05,1.1,1.1,21,0,0,2,27,2,2,2,7,4,2,12,6,66
complete,3o8mtya1,ugr2iyjf,1,no_punish,real,13,,,,0,0,,,,0,20,18,1.13,1.13,1.1,2.23,22.5,0,0,2,24,2,4,2,7,5,3,31,15.5,75.5
complete,4g6p7eoq,ugr2iyjf,2,no_punish,real,10,,,,0,0,,,,0,35,21,1.28,1.28,1.1,2.3800001,25.5,0,0,2,26,1,3,2,1,2,2,31,15.5,75.5
complete,cpd0uk3q,ugr2iyjf,3,no_punish,real,8,,,,0,0,,,,0,15,23,1.38,1.38,1.1,2.48,27.5,0,0,1,22,2,2,2,8,4,2,31,15.5,75.5
complete,wp9zqb2y,ugr2iyjf,1,no_punish,real,10,,,,0,0,,,,0,20,14,1.1,1.1,1.1,2.2,22,0,0,1,18,2,3,2,6,3,2,24,12,72
complete,00ecro2h,ugr2iyjf,2,no_punish,real,14,,,,0,0,,,,0,27,10,.89999998,.89999998,1.1,2,18,0,0,1,28,2,4,2,9,4,0,24,12,72
complete,w2nwrhfq,ugr2iyjf,3,no_punish,real,0,,,,0,0,,,,0,0,24,1.6,1.6,1.1,2.7,32,0,0,1,26,1,2,2,4,3,1,24,12,72
complete,2isd0f3d,ugr2iyjf,1,no_punish,hypothetical,10,,,,0,0,,,,0,20,6,.89999998,.89999998,1.1,1.1,18,0,0,2,23,2,2,2,6,2,1,16,8,68
complete,61he8230,ugr2iyjf,2,no_punish,hypothetical,4,,,,0,0,,,,0,20,12,1.2,1.2,1.1,1.1,24,0,0,2,21,2,1,2,2,5,10,16,8,68
complete,sxsk6e7q,ugr2iyjf,3,no_punish,hypothetical,2,,,,0,0,,,,0,20,14,1.3,1.3,1.1,1.1,26,0,0,2,21,2,1,2,6,5,5,16,8,68
complete,8djus4o8,ugr2iyjf,1,no_punish,hypothetical,10,,,,0,0,,,,0,10,15,1.13,1.13,1.1,1.1,22.5,0,0,1,19,1,3,1,4,5,1,25,12.5,72.5
complete,qk7ofne7,ugr2iyjf,2,no_punish,hypothetical,5,,,,0,0,,,,0,10,20,1.38,1.38,1.1,1.1,27.5,0,0,2,27,2,2,2,5,4,3,25,12.5,72.5
complete,1qglmevk,ugr2iyjf,3,no_punish,hypothetical,10,,,,0,0,,,,0,20,15,1.13,1.13,1.1,1.1,22.5,0,0,2,27,1,5,2,5,5,3,25,12.5,72.5
complete,36sselu8,ugr2iyjf,1,no_punish,real,5,,,,0,0,,,,0,20,6,1.03,1.03,1.1,2.1300001,20.5,0,0,2,28,1,2,1,6,4,1,11,5.5,65.5
complete,ot5y6xc8,ugr2iyjf,2,no_punish,real,6,,,,0,0,,,,0,15,5,.98000002,.98000002,1.1,2.0799999,19.5,0,0,2,23,2,2,2,7,3,1,11,5.5,65.5
complete,n2gzuvp5,ugr2iyjf,3,no_punish,real,0,,,,0,0,,,,0,0,11,1.28,1.28,1.1,2.3800001,25.5,0,0,1,25,2,1,2,7,4,3,11,5.5,65.5
complete,vur2b61y,ugr2iyjf,1,no_punish,hypothetical,10,,,,0,0,,,,0,20,20,1.25,1.25,1.1,1.1,25,0,0,1,29,1,1,2,6,3,0,30,15,75
complete,zy7krpfg,ugr2iyjf,2,no_punish,hypothetical,5,,,,0,0,,,,0,15,25,1.5,1.5,1.1,1.1,30,0,0,2,27,1,2,2,6,4,1,30,15,75
complete,v2tbsnn7,ugr2iyjf,3,no_punish,hypothetical,15,,,,0,0,,,,0,30,15,1,1,1.1,1.1,20,0,0,1,70,1,2,2,8,3,1,30,15,75
complete,iefh2jze,ugr2iyjf,1,no_punish,real,10,,,,0,0,,,,0,20,10,1,1,1.1,2.0999999,20,0,0,2,19,2,1,2,5,5,9,20,10,70
complete,93sjkg1l,ugr2iyjf,2,no_punish,real,5,,,,0,0,,,,0,10,15,1.25,1.25,1.1,2.3499999,25,0,0,1,21,2,2,2,6,5,2,20,10,70
complete,lazk56km,ugr2iyjf,3,no_punish,real,5,,,,0,0,,,,0,15,15,1.25,1.25,1.1,2.3499999,25,0,0,1,21,2,3,2,7,4,2,20,10,70
complete,63rc8ywe,ugr2iyjf,1,no_punish,hypothetical,15,,,,0,0,,,,0,35,24,1.23,1.23,1.1,1.1,24.5,0,0,2,19,2,3,1,1,3,2,39,19.5,79.5
complete,0fzge4oc,ugr2iyjf,2,no_punish,hypothetical,14,,,,0,0,,,,0,10,25,1.28,1.28,1.1,1.1,25.5,0,0,2,24,1,3,1,3,2,2,39,19.5,79.5
complete,4z42y2oa,ugr2iyjf,3,no_punish,hypothetical,10,,,,0,0,,,,0,20,29,1.48,1.48,1.1,1.1,29.5,0,0,2,48,1,2,2,4,3,0,39,19.5,79.5
complete,hklzur2t,ugr2iyjf,1,no_punish,hypothetical,9,,,,0,0,,,,0,20,15,1.15,1.15,1.1,1.1,23,0,0,2,19,2,4,1,3,3,2,24,12,72
complete,5hm96cpc,ugr2iyjf,2,no_punish,hypothetical,10,,,,0,0,,,,0,20,14,1.1,1.1,1.1,1.1,22,0,0,2,41,1,3,2,7,2,3,24,12,72
complete,u737bw5h,ugr2iyjf,3,no_punish,hypothetical,5,,,,0,0,,,,0,10,19,1.35,1.35,1.1,1.1,27,0,0,2,24,2,2,2,3,4,1,24,12,72
complete,0byzgurf,ugr2iyjf,1,no_punish,real,10,,,,0,0,,,,0,20,30,1.5,1.5,1.1,2.5999999,30,0,0,1,20,1,3,2,10,3,5,40,20,80
complete,1xwpwuu4,ugr2iyjf,2,no_punish,real,20,,,,0,0,,,,0,10,20,1,1,1.1,2.0999999,20,0,0,2,36,2,5,2,6,4,1,40,20,80
complete,35n19nuz,ugr2iyjf,3,no_punish,real,10,,,,0,0,,,,0,18,30,1.5,1.5,1.1,2.5999999,30,0,0,1,20,2,4,2,2,3,3,40,20,80
complete,o3gosfbb,ugr2iyjf,1,no_punish,hypothetical,4,,,,0,0,,,,0,6,25,1.53,1.53,1.1,1.1,30.5,0,0,1,27,2,2,1,4,4,5,29,14.5,74.5
complete,60mhkhmq,ugr2iyjf,2,no_punish,hypothetical,10,,,,0,0,,,,0,25,19,1.23,1.23,1.1,1.1,24.5,0,0,1,20,2,1,2,4,2,12,29,14.5,74.5
complete,wvy2wjpo,ugr2iyjf,3,no_punish,hypothetical,15,,,,0,0,,,,0,30,14,.98000002,.98000002,1.1,1.1,19.5,0,0,1,35,2,2,2,3,4,3,29,14.5,74.5
complete,9v0puc86,ugr2iyjf,1,no_punish,real,20,,,,0,0,,,,0,40,35,1.38,1.38,1.1,2.48,27.5,0,0,1,20,2,2,1,10,5,6,55,27.5,87.5
complete,4xqjxico,ugr2iyjf,2,no_punish,real,20,,,,0,0,,,,0,40,35,1.38,1.38,1.1,2.48,27.5,0,0,1,58,2,2,2,8,3,1,55,27.5,87.5
complete,fl0op7dz,ugr2iyjf,3,no_punish,real,15,,,,0,0,,,,0,10,40,1.63,1.63,1.1,2.73,32.5,0,0,2,19,2,4,2,5,3,3,55,27.5,87.5
complete,t81mpp99,ugr2iyjf,1,no_punish,hypothetical,0,,,,0,0,,,,0,10,20,1.5,1.5,1.1,1.1,30,0,0,1,42,2,1,2,1,4,10,20,10,70
complete,dff0lnmk,ugr2iyjf,2,no_punish,hypothetical,0,,,,0,0,,,,0,10,20,1.5,1.5,1.1,1.1,30,0,0,1,25,2,1,2,4,5,2,20,10,70
complete,jbwxdx55,ugr2iyjf,3,no_punish,hypothetical,20,,,,0,0,,,,0,40,0,.5,.5,1.1,1.1,10,0,0,1,23,2,2,1,6,5,2,20,10,70
complete,tfcbpr06,ugr2iyjf,1,no_punish,real,20,,,,0,0,,,,0,40,20,1,1,1.1,2.0999999,20,0,0,1,18,1,2,1,7,4,1,40,20,80
complete,4zv1nq8e,ugr2iyjf,2,no_punish,real,5,,,,0,0,,,,0,20,35,1.75,1.75,1.1,2.8499999,35,0,0,1,23,2,2,2,8,2,5,40,20,80
complete,kqysigto,ugr2iyjf,3,no_punish,real,15,,,,0,0,,,,0,25,25,1.25,1.25,1.1,2.3499999,25,0,0,1,28,1,1,2,6,4,2,40,20,80
complete,4siochoc,ugr2iyjf,1,no_punish,hypothetical,1,,,,0,0,,,,0,2,17,1.4,1.4,1.1,1.1,28,0,0,1,31,1,2,2,7,4,0,18,9,69
complete,jct9f17a,ugr2iyjf,2,no_punish,hypothetical,8,,,,0,0,,,,0,15,10,1.05,1.05,1.1,1.1,21,0,0,1,23,2,2,1,2,4,1,18,9,69
complete,g2qy5wrj,ugr2iyjf,3,no_punish,hypothetical,9,,,,0,0,,,,0,24,9,1,1,1.1,1.1,20,0,0,1,19,1,4,2,8,2,1,18,9,69
complete,jbziy77j,ugr2iyjf,1,no_punish,real,20,,,,0,0,,,,0,40,25,1.13,1.13,1.1,2.23,22.5,0,0,1,23,2,2,2,4,5,2,45,22.5,82.5
complete,5ux72wba,ugr2iyjf,2,no_punish,real,5,,,,0,0,,,,0,12,40,1.88,1.88,1.1,2.98,37.5,0,0,1,20,1,2,2,10,3,2,45,22.5,82.5
complete,mhbjqfpp,ugr2iyjf,3,no_punish,real,20,,,,0,0,,,,0,40,25,1.13,1.13,1.1,2.23,22.5,0,0,1,45,2,2,2,8,3,5,45,22.5,82.5
complete,rc3ip7f6,ugr2iyjf,1,no_punish,hypothetical,0,,,,0,0,,,,0,0,14,1.35,1.35,1.1,1.1,27,0,0,1,21,2,1,2,3,5,5,14,7,67
complete,wx82qtcl,ugr2iyjf,2,no_punish,hypothetical,4,,,,0,0,,,,0,12,10,1.15,1.15,1.1,1.1,23,0,0,1,23,2,2,2,4,4,0,14,7,67
complete,9g44dzxs,ugr2iyjf,3,no_punish,hypothetical,10,,,,0,0,,,,0,20,4,.85000002,.85000002,1.1,1.1,17,0,0,1,21,2,3,1,5,2,2,14,7,67
complete,b90a7x98,ugr2iyjf,1,no_punish,real,10,,,,0,0,,,,0,30,22,1.3,1.3,1.1,2.4000001,26,0,0,2,22,2,2,2,2,5,3,32,16,76
complete,nrshayxo,ugr2iyjf,2,no_punish,real,12,,,,0,0,,,,0,20,20,1.2,1.2,1.1,2.3,24,0,0,2,23,1,1,2,8,3,0,32,16,76
complete,ac8pb7y6,ugr2iyjf,3,no_punish,real,10,,,,0,0,,,,0,18,22,1.3,1.3,1.1,2.4000001,26,0,0,2,27,1,1,2,8,3,5,32,16,76
complete,l168n65y,ugr2iyjf,1,no_punish,hypothetical,12,,,,0,0,,,,0,20,15,1.0700001,1.0700001,1.1,1.1,21.5,0,0,1,26,2,2,2,8,4,2,27,13.5,73.5
complete,2szoupzm,ugr2iyjf,2,no_punish,hypothetical,0,,,,0,0,,,,0,10,27,1.6799999,1.6799999,1.1,1.1,33.5,0,0,1,21,1,2,2,9,3,1,27,13.5,73.5
complete,o5ikcwhv,ugr2iyjf,3,no_punish,hypothetical,15,,,,0,0,,,,0,5,12,.93000001,.93000001,1.1,1.1,18.5,0,0,1,22,2,4,2,7,1,0,27,13.5,73.5
complete,52gzddxc,ugr2iyjf,1,no_punish,hypothetical,0,,,,0,0,,,,0,10,15,1.38,1.38,1.1,1.1,27.5,0,0,1,26,2,2,2,5,3,5,15,7.5,67.5
complete,ia7lo4mj,ugr2iyjf,2,no_punish,hypothetical,5,,,,0,0,,,,0,15,10,1.13,1.13,1.1,1.1,22.5,0,0,2,23,1,1,2,6,2,7,15,7.5,67.5
complete,80mtb9ur,ugr2iyjf,3,no_punish,hypothetical,10,,,,0,0,,,,0,20,5,.88,.88,1.1,1.1,17.5,0,0,2,20,2,2,2,6,5,3,15,7.5,67.5
complete,8786mv8r,j5s4zop4,1,no_punish,hypothetical,15,,,,0,0,,,,0,20,13,.94999999,.94999999,1.1,1.1,19,0,0,3,20,2,3,1,3,3,5,28,14,74
complete,yste1q28,j5s4zop4,2,no_punish,hypothetical,8,,,,0,0,,,,0,20,20,1.3,1.3,1.1,1.1,26,0,0,1,20,2,2,2,7,4,5,28,14,74
complete,4laffmln,j5s4zop4,3,no_punish,hypothetical,5,,,,0,0,,,,0,10,23,1.45,1.45,1.1,1.1,29,0,0,1,26,2,2,2,5,3,2,28,14,74
complete,l85nleop,j5s4zop4,1,no_punish,real,10,,,,0,0,,,,0,25,5,.88,.88,1.1,1.98,17.5,0,0,1,20,2,3,2,7,5,6,15,7.5,67.5
complete,eyovs2xj,j5s4zop4,2,no_punish,real,5,,,,0,0,,,,0,10,10,1.13,1.13,1.1,2.23,22.5,0,0,2,26,1,4,2,3,5,1,15,7.5,67.5
complete,phl8efw4,j5s4zop4,3,no_punish,real,0,,,,0,0,,,,0,0,15,1.38,1.38,1.1,2.48,27.5,0,0,1,22,1,2,2,8,4,2,15,7.5,67.5
complete,1x3zvinu,j5s4zop4,1,no_punish,real,5,,,,0,0,,,,0,20,5,1,1,1.1,2.0999999,20,0,0,1,22,2,1,2,8,5,5,10,5,65
complete,653gx5fn,j5s4zop4,2,no_punish,real,5,,,,0,0,,,,0,10,5,1,1,1.1,2.0999999,20,0,0,1,19,2,3,2,6,4,5,10,5,65
complete,nrus84aq,j5s4zop4,3,no_punish,real,0,,,,0,0,,,,0,0,10,1.25,1.25,1.1,2.3499999,25,0,0,1,20,2,2,2,5,4,4,10,5,65
complete,5dilph0m,j5s4zop4,1,no_punish,hypothetical,5,,,,0,0,,,,0,15,15,1.25,1.25,1.1,1.1,25,0,0,2,22,2,2,2,7,5,2,20,10,70
complete,pda28lvf,j5s4zop4,2,no_punish,hypothetical,5,,,,0,0,,,,0,20,15,1.25,1.25,1.1,1.1,25,0,0,2,27,2,2,2,7,3,3,20,10,70
complete,0ilz7mek,j5s4zop4,3,no_punish,hypothetical,10,,,,0,0,,,,0,20,10,1,1,1.1,1.1,20,0,0,1,26,2,3,2,6,3,5,20,10,70
complete,jx645joe,j5s4zop4,1,no_punish,real,5,,,,0,0,,,,0,25,19,1.35,1.35,1.1,2.45,27,0,0,2,27,2,2,2,4,5,5,24,12,72
complete,jr6bxvwz,j5s4zop4,2,no_punish,real,10,,,,0,0,,,,0,20,14,1.1,1.1,1.1,2.2,22,0,0,2,19,2,1,2,8,4,9,24,12,72
complete,p97z3qfk,j5s4zop4,3,no_punish,real,9,,,,0,0,,,,0,15,15,1.15,1.15,1.1,2.25,23,0,0,2,20,1,2,2,8,3,34,24,12,72
complete,w3dpk23a,j5s4zop4,1,no_punish,real,10,,,,0,0,,,,0,20,28,1.45,1.45,1.1,2.55,29,0,0,2,27,2,2,2,6,4,2,38,19,79
complete,uoceqkl6,j5s4zop4,2,no_punish,real,20,,,,0,0,,,,0,30,18,.94999999,.94999999,1.1,2.05,19,0,0,1,21,2,2,2,2,4,0,38,19,79
complete,gc9e2niw,j5s4zop4,3,no_punish,real,8,,,,0,0,,,,0,20,30,1.55,1.55,1.1,2.6500001,31,0,0,2,23,1,2,2,3,3,0,38,19,79
complete,rrbi4xhh,j5s4zop4,1,no_punish,hypothetical,5,,,,0,0,,,,0,25,3,.94999999,.94999999,1.1,1.1,19,0,0,1,35,1,2,2,7,4,0,8,4,64
complete,z2uemz06,j5s4zop4,2,no_punish,hypothetical,0,,,,0,0,,,,0,0,8,1.2,1.2,1.1,1.1,24,0,0,1,28,1,1,2,1,4,2,8,4,64
complete,ffx9bl9j,j5s4zop4,3,no_punish,hypothetical,3,,,,0,0,,,,0,15,5,1.05,1.05,1.1,1.1,21,0,0,1,19,2,3,2,7,4,2,8,4,64
complete,i585jqsu,j5s4zop4,1,no_punish,real,20,,,,0,0,,,,0,40,27,1.1799999,1.1799999,1.1,2.28,23.5,0,0,1,23,2,1,2,5,5,10,47,23.5,83.5
